timestamp,heating_demand[kW],cooling_demand[kW],heating_setpoint,air_temperature,outdoor_temperature
2012-01-04 21:24:00 EST,+2.70639,+1.3541,+68,+67.0527,+14.1316
2012-01-04 21:25:00 EST,+2.70642,+1.35409,+68,+67.0338,+14.1332
2012-01-04 21:26:00 EST,+2.70645,+1.35408,+68,+67.0153,+14.1346
2012-01-04 21:27:00 EST,+2.70647,+1.35408,+68,+66.9972,+14.1356
2012-01-04 21:28:00 EST,+2.70648,+1.35407,+68,+67.2596,+14.1364
2012-01-04 21:29:00 EST,+2.70649,+1.35407,+68,+67.4817,+14.1368
2012-01-04 21:30:00 EST,+2.70649,+1.35407,+68,+67.6703,+14.137
2012-01-04 21:31:00 EST,+2.70649,+1.35407,+68,+67.8307,+14.1368
2012-01-04 21:32:00 EST,+2.70648,+1.35407,+68,+67.9676,+14.1364
2012-01-04 21:33:00 EST,+2.70647,+1.35408,+68,+68.0848,+14.1356
2012-01-04 21:34:00 EST,+2.70645,+1.35408,+68,+68.1856,+14.1346
2012-01-04 21:35:00 EST,+2.70642,+1.35409,+68,+68.2726,+14.1332
2012-01-04 21:36:00 EST,+2.70639,+1.3541,+68,+68.348,+14.1316
2012-01-04 21:37:00 EST,+2.70635,+1.35411,+68,+68.4139,+14.1296
2012-01-04 21:38:00 EST,+2.70631,+1.35412,+68,+68.4716,+14.1274
2012-01-04 21:39:00 EST,+2.70626,+1.35413,+68,+68.5226,+14.1248
2012-01-04 21:40:00 EST,+2.7062,+1.35414,+68,+68.568,+14.122
2012-01-04 21:41:00 EST,+2.70614,+1.35416,+68,+68.6086,+14.1188
2012-01-04 21:42:00 EST,+2.70608,+1.35418,+68,+68.6453,+14.1154
2012-01-04 21:43:00 EST,+2.70601,+1.35419,+68,+68.6786,+14.1116
2012-01-04 21:44:00 EST,+2.70593,+1.35421,+68,+68.7092,+14.1076
2012-01-04 21:45:00 EST,+2.70585,+1.35424,+68,+68.7374,+14.1032
2012-01-04 21:46:00 EST,+2.70576,+1.35426,+68,+68.7636,+14.0986
2012-01-04 21:47:00 EST,+2.70566,+1.35428,+68,+68.7883,+14.0936
2012-01-04 21:48:00 EST,+2.70556,+1.35431,+68,+68.8115,+14.0884
2012-01-04 21:49:00 EST,+2.70545,+1.35434,+68,+68.8336,+14.0828
2012-01-04 21:50:00 EST,+2.70534,+1.35437,+68,+68.8547,+14.077
2012-01-04 21:51:00 EST,+2.70522,+1.3544,+68,+68.875,+14.0708
2012-01-04 21:52:00 EST,+2.7051,+1.35443,+68,+68.8946,+14.0644
2012-01-04 21:53:00 EST,+2.70497,+1.35446,+68,+68.9136,+14.0576
2012-01-04 21:54:00 EST,+2.70484,+1.3545,+68,+68.9321,+14.0506
2012-01-04 21:55:00 EST,+2.7047,+1.35453,+68,+68.9502,+14.0432
2012-01-04 21:56:00 EST,+2.70455,+1.35457,+68,+68.9679,+14.0356
2012-01-04 21:57:00 EST,+2.7044,+1.35461,+68,+68.9854,+14.0276
2012-01-04 21:58:00 EST,+2.70424,+1.35465,+68,+69.0025,+14.0194
2012-01-04 21:59:00 EST,+2.70408,+1.35469,+68,+68.7399,+14.0108
2012-01-04 22:00:00 EST,+2.70391,+1.35473,+68,+68.5176,+14.002
2012-01-04 22:01:00 EST,+2.70339,+1.35487,+68,+68.3289,+13.9751
2012-01-04 22:02:00 EST,+2.70288,+1.355,+68,+68.1682,+13.9486
2012-01-04 22:03:00 EST,+2.70238,+1.35513,+68,+68.0309,+13.9223
2012-01-04 22:04:00 EST,+2.70189,+1.35525,+68,+67.9132,+13.8964
2012-01-04 22:05:00 EST,+2.7014,+1.35538,+68,+67.812,+13.8707
2012-01-04 22:06:00 EST,+2.70091,+1.35551,+68,+67.7239,+13.8454
2012-01-04 22:07:00 EST,+2.70043,+1.35563,+68,+67.6373,+13.8203
2012-01-04 22:08:00 EST,+2.69996,+1.35575,+68,+67.5616,+13.7956
2012-01-04 22:09:00 EST,+2.69949,+1.35587,+68,+67.495,+13.7711
2012-01-04 22:10:00 EST,+2.69903,+1.35599,+68,+67.436,+13.747
2012-01-04 22:11:00 EST,+2.69857,+1.35611,+68,+67.3834,+13.7231
2012-01-04 22:12:00 EST,+2.69812,+1.35622,+68,+67.3361,+13.6996
2012-01-04 22:13:00 EST,+2.69768,+1.35634,+68,+67.2933,+13.6763
2012-01-04 22:14:00 EST,+2.69724,+1.35645,+68,+67.2542,+13.6534
2012-01-04 22:15:00 EST,+2.69681,+1.35656,+68,+67.2182,+13.6307
2012-01-04 22:16:00 EST,+2.69638,+1.35667,+68,+67.1849,+13.6084
2012-01-04 22:17:00 EST,+2.69596,+1.35678,+68,+67.1537,+13.5863
2012-01-04 22:18:00 EST,+2.69555,+1.35689,+68,+67.1244,+13.5646
2012-01-04 22:19:00 EST,+2.69514,+1.35699,+68,+67.0966,+13.5431
2012-01-04 22:20:00 EST,+2.69474,+1.3571,+68,+67.07,+13.522
2012-01-04 22:21:00 EST,+2.69434,+1.3572,+68,+67.0446,+13.5011
2012-01-04 22:22:00 EST,+2.69395,+1.3573,+68,+67.02,+13.4806
2012-01-04 22:23:00 EST,+2.69356,+1.3574,+68,+66.9962,+13.4603
2012-01-04 22:24:00 EST,+2.69318,+1.3575,+68,+67.2488,+13.4404
2012-01-04 22:25:00 EST,+2.69281,+1.3576,+68,+67.4621,+13.4207
2012-01-04 22:26:00 EST,+2.69244,+1.35769,+68,+67.6424,+13.4014
2012-01-04 22:27:00 EST,+2.69207,+1.35778,+68,+67.7951,+13.3823
2012-01-04 22:28:00 EST,+2.69172,+1.35788,+68,+67.9247,+13.3636
2012-01-04 22:29:00 EST,+2.69137,+1.35797,+68,+68.035,+13.3451
2012-01-04 22:30:00 EST,+2.69102,+1.35806,+68,+68.1293,+13.327
2012-01-04 22:31:00 EST,+2.69068,+1.35815,+68,+68.21,+13.3091
2012-01-04 22:32:00 EST,+2.69035,+1.35823,+68,+68.2794,+13.2916
2012-01-04 22:33:00 EST,+2.69002,+1.35832,+68,+68.3395,+13.2743
2012-01-04 22:34:00 EST,+2.6897,+1.3584,+68,+68.3916,+13.2574
2012-01-04 22:35:00 EST,+2.68938,+1.35848,+68,+68.4371,+13.2407
2012-01-04 22:36:00 EST,+2.68907,+1.35856,+68,+68.4771,+13.2244
2012-01-04 22:37:00 EST,+2.68876,+1.35864,+68,+68.5125,+13.2083
2012-01-04 22:38:00 EST,+2.68846,+1.35872,+68,+68.544,+13.1926
2012-01-04 22:39:00 EST,+2.68817,+1.3588,+68,+68.5722,+13.1771
2012-01-04 22:40:00 EST,+2.68788,+1.35887,+68,+68.5978,+13.162
2012-01-04 22:41:00 EST,+2.6876,+1.35894,+68,+68.6211,+13.1471
2012-01-04 22:42:00 EST,+2.68732,+1.35901,+68,+68.6425,+13.1326
2012-01-04 22:43:00 EST,+2.68705,+1.35908,+68,+68.6624,+13.1183
2012-01-04 22:44:00 EST,+2.68679,+1.35915,+68,+68.6809,+13.1044
2012-01-04 22:45:00 EST,+2.68653,+1.35922,+68,+68.6983,+13.0907
2012-01-04 22:46:00 EST,+2.68627,+1.35929,+68,+68.7147,+13.0774
2012-01-04 22:47:00 EST,+2.68603,+1.35935,+68,+68.7304,+13.0643
2012-01-04 22:48:00 EST,+2.68578,+1.35941,+68,+68.7454,+13.0516
2012-01-04 22:49:00 EST,+2.68555,+1.35947,+68,+68.7599,+13.0391
2012-01-04 22:50:00 EST,+2.68532,+1.35953,+68,+68.7739,+13.027
2012-01-04 22:51:00 EST,+2.68509,+1.35959,+68,+68.7876,+13.0151
2012-01-04 22:52:00 EST,+2.68487,+1.35965,+68,+68.8009,+13.0036
2012-01-04 22:53:00 EST,+2.68466,+1.35971,+68,+68.814,+12.9923
2012-01-04 22:54:00 EST,+2.68445,+1.35976,+68,+68.8268,+12.9814
2012-01-04 22:55:00 EST,+2.68425,+1.35981,+68,+68.8395,+12.9707
2012-01-04 22:56:00 EST,+2.68405,+1.35986,+68,+68.8519,+12.9604
2012-01-04 22:57:00 EST,+2.68386,+1.35991,+68,+68.8643,+12.9503
2012-01-04 22:58:00 EST,+2.68367,+1.35996,+68,+68.8765,+12.9406
2012-01-04 22:59:00 EST,+2.6835,+1.36001,+68,+68.8887,+12.9311
2012-01-04 23:00:00 EST,+2.68332,+1.36005,+68,+68.9008,+12.922
2012-01-04 23:01:00 EST,+2.68377,+1.35994,+68,+68.9128,+12.9456
2012-01-04 23:02:00 EST,+2.6842,+1.35982,+68,+68.9251,+12.9684
2012-01-04 23:03:00 EST,+2.68462,+1.35971,+68,+68.9377,+12.9904
2012-01-04 23:04:00 EST,+2.68502,+1.35961,+68,+68.9505,+13.0116
2012-01-04 23:05:00 EST,+2.68541,+1.35951,+68,+68.9635,+13.032
2012-01-04 23:06:00 EST,+2.68578,+1.35941,+68,+68.9762,+13.0516
2012-01-04 23:07:00 EST,+2.68614,+1.35932,+68,+68.9759,+13.0704
2012-01-04 23:08:00 EST,+2.68648,+1.35923,+68,+68.9773,+13.0884
2012-01-04 23:09:00 EST,+2.68681,+1.35915,+68,+68.9803,+13.1056
2012-01-04 23:10:00 EST,+2.68712,+1.35907,+68,+68.9845,+13.122
2012-01-04 23:11:00 EST,+2.68742,+1.35899,+68,+68.9897,+13.1376
2012-01-04 23:12:00 EST,+2.6877,+1.35892,+68,+68.9957,+13.1524
2012-01-04 23:13:00 EST,+2.68796,+1.35885,+68,+69.0024,+13.1664
2012-01-04 23:14:00 EST,+2.68822,+1.35878,+68,+68.7358,+13.1796
2012-01-04 23:15:00 EST,+2.68845,+1.35872,+68,+68.5091,+13.192
2012-01-04 23:16:00 EST,+2.68867,+1.35867,+68,+68.3158,+13.2036
2012-01-04 23:17:00 EST,+2.68888,+1.35861,+68,+68.1505,+13.2144
2012-01-04 23:18:00 EST,+2.68907,+1.35856,+68,+68.0085,+13.2244
2012-01-04 23:19:00 EST,+2.68924,+1.35852,+68,+67.886,+13.2336
2012-01-04 23:20:00 EST,+2.6894,+1.35848,+68,+67.7799,+13.242
2012-01-04 23:21:00 EST,+2.68955,+1.35844,+68,+67.6874,+13.2496
2012-01-04 23:22:00 EST,+2.68968,+1.35841,+68,+67.6064,+13.2564
2012-01-04 23:23:00 EST,+2.68979,+1.35838,+68,+67.5349,+13.2624
2012-01-04 23:24:00 EST,+2.68989,+1.35835,+68,+67.4713,+13.2676
2012-01-04 23:25:00 EST,+2.68997,+1.35833,+68,+67.4145,+13.272
2012-01-04 23:26:00 EST,+2.69004,+1.35831,+68,+67.3632,+13.2756
2012-01-04 23:27:00 EST,+2.6901,+1.3583,+68,+67.3166,+13.2784
2012-01-04 23:28:00 EST,+2.69013,+1.35829,+68,+67.2739,+13.2804
2012-01-04 23:29:00 EST,+2.69016,+1.35828,+68,+67.2345,+13.2816
2012-01-04 23:30:00 EST,+2.69016,+1.35828,+68,+67.1978,+13.282
2012-01-04 23:31:00 EST,+2.69016,+1.35828,+68,+67.1633,+13.2816
2012-01-04 23:32:00 EST,+2.69013,+1.35829,+68,+67.1308,+13.2804
2012-01-04 23:33:00 EST,+2.6901,+1.3583,+68,+67.0998,+13.2784
2012-01-04 23:34:00 EST,+2.69004,+1.35831,+68,+67.0702,+13.2756
2012-01-04 23:35:00 EST,+2.68997,+1.35833,+68,+67.0417,+13.272
2012-01-04 23:36:00 EST,+2.68989,+1.35835,+68,+67.0141,+13.2676
2012-01-04 23:37:00 EST,+2.68979,+1.35838,+68,+66.9873,+13.2624
2012-01-04 23:38:00 EST,+2.68968,+1.35841,+68,+67.2357,+13.2564
2012-01-04 23:39:00 EST,+2.68955,+1.35844,+68,+67.4449,+13.2496
2012-01-04 23:40:00 EST,+2.6894,+1.35848,+68,+67.6214,+13.242
2012-01-04 23:41:00 EST,+2.68924,+1.35852,+68,+67.7706,+13.2336
2012-01-04 23:42:00 EST,+2.68907,+1.35856,+68,+67.8967,+13.2244
2012-01-04 23:43:00 EST,+2.68888,+1.35861,+68,+68.0038,+13.2144
2012-01-04 23:44:00 EST,+2.68867,+1.35867,+68,+68.0947,+13.2036
2012-01-04 23:45:00 EST,+2.68845,+1.35872,+68,+68.1722,+13.192
2012-01-04 23:46:00 EST,+2.68822,+1.35878,+68,+68.2385,+13.1796
2012-01-04 23:47:00 EST,+2.68796,+1.35885,+68,+68.2954,+13.1664
2012-01-04 23:48:00 EST,+2.6877,+1.35892,+68,+68.3444,+13.1524
2012-01-04 23:49:00 EST,+2.68742,+1.35899,+68,+68.3867,+13.1376
2012-01-04 23:50:00 EST,+2.68712,+1.35907,+68,+68.4235,+13.122
2012-01-04 23:51:00 EST,+2.68681,+1.35915,+68,+68.4557,+13.1056
2012-01-04 23:52:00 EST,+2.68648,+1.35923,+68,+68.484,+13.0884
2012-01-04 23:53:00 EST,+2.68614,+1.35932,+68,+68.509,+13.0704
2012-01-04 23:54:00 EST,+2.68578,+1.35941,+68,+68.5312,+13.0516
2012-01-04 23:55:00 EST,+2.68541,+1.35951,+68,+68.5512,+13.032
2012-01-04 23:56:00 EST,+2.68502,+1.35961,+68,+68.5692,+13.0116
2012-01-04 23:57:00 EST,+2.68462,+1.35971,+68,+68.5855,+12.9904
2012-01-04 23:58:00 EST,+2.6842,+1.35982,+68,+68.6005,+12.9684
2012-01-04 23:59:00 EST,+2.68377,+1.35994,+68,+68.6142,+12.9456
2012-01-05 00:00:00 EST,+2.68332,+1.36005,+68,+68.627,+12.922
2012-01-05 00:01:00 EST,+2.68152,+1.36052,+68,+68.6389,+12.8268
2012-01-05 00:02:00 EST,+2.67974,+1.36098,+68,+68.6493,+12.7332
2012-01-05 00:03:00 EST,+2.678,+1.36143,+68,+68.6584,+12.6412
2012-01-05 00:04:00 EST,+2.67629,+1.36188,+68,+68.6664,+12.5508
2012-01-05 00:05:00 EST,+2.67461,+1.36232,+68,+68.6735,+12.462
2012-01-05 00:06:00 EST,+2.67296,+1.36275,+68,+68.6796,+12.3748
2012-01-05 00:07:00 EST,+2.67134,+1.36317,+68,+68.6756,+12.2892
2012-01-05 00:08:00 EST,+2.66975,+1.36358,+68,+68.6724,+12.2052
2012-01-05 00:09:00 EST,+2.6682,+1.36399,+68,+68.6697,+12.1228
2012-01-05 00:10:00 EST,+2.66668,+1.36438,+68,+68.6674,+12.042
2012-01-05 00:11:00 EST,+2.66518,+1.36477,+68,+68.6656,+11.9628
2012-01-05 00:12:00 EST,+2.66372,+1.36516,+68,+68.6641,+11.8852
2012-01-05 00:13:00 EST,+2.66229,+1.36553,+68,+68.6628,+11.8092
2012-01-05 00:14:00 EST,+2.66089,+1.3659,+68,+68.6618,+11.7348
2012-01-05 00:15:00 EST,+2.65952,+1.36625,+68,+68.661,+11.662
2012-01-05 00:16:00 EST,+2.65818,+1.36661,+68,+68.6603,+11.5908
2012-01-05 00:17:00 EST,+2.65687,+1.36695,+68,+68.6598,+11.5212
2012-01-05 00:18:00 EST,+2.6556,+1.36728,+68,+68.6594,+11.4532
2012-01-05 00:19:00 EST,+2.65435,+1.36761,+68,+68.6591,+11.3868
2012-01-05 00:20:00 EST,+2.65314,+1.36793,+68,+68.6589,+11.322
2012-01-05 00:21:00 EST,+2.65195,+1.36824,+68,+68.6588,+11.2588
2012-01-05 00:22:00 EST,+2.6508,+1.36854,+68,+68.6587,+11.1972
2012-01-05 00:23:00 EST,+2.64967,+1.36884,+68,+68.6587,+11.1372
2012-01-05 00:24:00 EST,+2.64858,+1.36913,+68,+68.6588,+11.0788
2012-01-05 00:25:00 EST,+2.64751,+1.36941,+68,+68.6589,+11.022
2012-01-05 00:26:00 EST,+2.64648,+1.36968,+68,+68.6591,+10.9668
2012-01-05 00:27:00 EST,+2.64548,+1.36994,+68,+68.6593,+10.9132
2012-01-05 00:28:00 EST,+2.64451,+1.3702,+68,+68.6595,+10.8612
2012-01-05 00:29:00 EST,+2.64356,+1.37045,+68,+68.6598,+10.8108
2012-01-05 00:30:00 EST,+2.64265,+1.37069,+68,+68.6601,+10.762
2012-01-05 00:31:00 EST,+2.64177,+1.37092,+68,+68.6605,+10.7148
2012-01-05 00:32:00 EST,+2.64092,+1.37114,+68,+68.661,+10.6692
2012-01-05 00:33:00 EST,+2.6401,+1.37136,+68,+68.6614,+10.6252
2012-01-05 00:34:00 EST,+2.63931,+1.37157,+68,+68.6619,+10.5828
2012-01-05 00:35:00 EST,+2.63855,+1.37177,+68,+68.6625,+10.542
2012-01-05 00:36:00 EST,+2.63781,+1.37196,+68,+68.6631,+10.5028
2012-01-05 00:37:00 EST,+2.63711,+1.37215,+68,+68.6637,+10.4652
2012-01-05 00:38:00 EST,+2.63644,+1.37232,+68,+68.6644,+10.4292
2012-01-05 00:39:00 EST,+2.6358,+1.37249,+68,+68.6652,+10.3948
2012-01-05 00:40:00 EST,+2.63519,+1.37265,+68,+68.666,+10.362
2012-01-05 00:41:00 EST,+2.63461,+1.37281,+68,+68.6668,+10.3308
2012-01-05 00:42:00 EST,+2.63406,+1.37295,+68,+68.6678,+10.3012
2012-01-05 00:43:00 EST,+2.63354,+1.37309,+68,+68.6687,+10.2732
2012-01-05 00:44:00 EST,+2.63304,+1.37322,+68,+68.6697,+10.2468
2012-01-05 00:45:00 EST,+2.63258,+1.37334,+68,+68.6708,+10.222
2012-01-05 00:46:00 EST,+2.63215,+1.37346,+68,+68.672,+10.1988
2012-01-05 00:47:00 EST,+2.63175,+1.37356,+68,+68.6732,+10.1772
2012-01-05 00:48:00 EST,+2.63138,+1.37366,+68,+68.6745,+10.1572
2012-01-05 00:49:00 EST,+2.63103,+1.37375,+68,+68.6758,+10.1388
2012-01-05 00:50:00 EST,+2.63072,+1.37384,+68,+68.6773,+10.122
2012-01-05 00:51:00 EST,+2.63044,+1.37391,+68,+68.6788,+10.1068
2012-01-05 00:52:00 EST,+2.63019,+1.37398,+68,+68.6803,+10.0932
2012-01-05 00:53:00 EST,+2.62996,+1.37404,+68,+68.682,+10.0812
2012-01-05 00:54:00 EST,+2.62977,+1.37409,+68,+68.6837,+10.0708
2012-01-05 00:55:00 EST,+2.62961,+1.37413,+68,+68.6855,+10.062
2012-01-05 00:56:00 EST,+2.62947,+1.37417,+68,+68.6874,+10.0548
2012-01-05 00:57:00 EST,+2.62937,+1.37419,+68,+68.6894,+10.0492
2012-01-05 00:58:00 EST,+2.62929,+1.37421,+68,+68.6914,+10.0452
2012-01-05 00:59:00 EST,+2.62925,+1.37423,+68,+68.6936,+10.0428
2012-01-05 01:00:00 EST,+2.62923,+1.37423,+68,+68.6958,+10.042
2012-01-05 01:01:00 EST,+2.63087,+1.3738,+68,+68.6982,+10.1298
2012-01-05 01:02:00 EST,+2.63248,+1.37337,+68,+68.7016,+10.2163
2012-01-05 01:03:00 EST,+2.63406,+1.37295,+68,+68.7058,+10.3014
2012-01-05 01:04:00 EST,+2.63562,+1.37254,+68,+68.7109,+10.3852
2012-01-05 01:05:00 EST,+2.63716,+1.37213,+68,+68.7166,+10.4676
2012-01-05 01:06:00 EST,+2.63867,+1.37174,+68,+68.7227,+10.5487
2012-01-05 01:07:00 EST,+2.64016,+1.37134,+68,+68.726,+10.6284
2012-01-05 01:08:00 EST,+2.64162,+1.37096,+68,+68.7301,+10.7068
2012-01-05 01:09:00 EST,+2.64306,+1.37058,+68,+68.7349,+10.7838
2012-01-05 01:10:00 EST,+2.64447,+1.37021,+68,+68.7403,+10.8595
2012-01-05 01:11:00 EST,+2.64586,+1.36984,+68,+68.7461,+10.9338
2012-01-05 01:12:00 EST,+2.64723,+1.36948,+68,+68.7523,+11.0068
2012-01-05 01:13:00 EST,+2.64857,+1.36913,+68,+68.7588,+11.0784
2012-01-05 01:14:00 EST,+2.64989,+1.36878,+68,+68.7657,+11.1487
2012-01-05 01:15:00 EST,+2.65118,+1.36844,+68,+68.7727,+11.2176
2012-01-05 01:16:00 EST,+2.65245,+1.36811,+68,+68.78,+11.2852
2012-01-05 01:17:00 EST,+2.65369,+1.36778,+68,+68.7874,+11.3514
2012-01-05 01:18:00 EST,+2.6549,+1.36746,+68,+68.7949,+11.4163
2012-01-05 01:19:00 EST,+2.6561,+1.36715,+68,+68.8026,+11.4798
2012-01-05 01:20:00 EST,+2.65727,+1.36685,+68,+68.8104,+11.542
2012-01-05 01:21:00 EST,+2.65841,+1.36655,+68,+68.8182,+11.6028
2012-01-05 01:22:00 EST,+2.65953,+1.36625,+68,+68.8261,+11.6623
2012-01-05 01:23:00 EST,+2.66062,+1.36597,+68,+68.834,+11.7204
2012-01-05 01:24:00 EST,+2.66169,+1.36569,+68,+68.842,+11.7772
2012-01-05 01:25:00 EST,+2.66273,+1.36541,+68,+68.85,+11.8326
2012-01-05 01:26:00 EST,+2.66375,+1.36515,+68,+68.8581,+11.8867
2012-01-05 01:27:00 EST,+2.66474,+1.36489,+68,+68.8661,+11.9394
2012-01-05 01:28:00 EST,+2.66571,+1.36464,+68,+68.8742,+11.9908
2012-01-05 01:29:00 EST,+2.66665,+1.36439,+68,+68.8823,+12.0408
2012-01-05 01:30:00 EST,+2.66757,+1.36415,+68,+68.8904,+12.0895
2012-01-05 01:31:00 EST,+2.66846,+1.36392,+68,+68.8984,+12.1368
2012-01-05 01:32:00 EST,+2.66933,+1.36369,+68,+68.9065,+12.1828
2012-01-05 01:33:00 EST,+2.67017,+1.36347,+68,+68.9145,+12.2274
2012-01-05 01:34:00 EST,+2.67099,+1.36326,+68,+68.9226,+12.2707
2012-01-05 01:35:00 EST,+2.67178,+1.36305,+68,+68.9306,+12.3126
2012-01-05 01:36:00 EST,+2.67255,+1.36285,+68,+68.9386,+12.3532
2012-01-05 01:37:00 EST,+2.67329,+1.36266,+68,+68.9465,+12.3924
2012-01-05 01:38:00 EST,+2.67401,+1.36247,+68,+68.9545,+12.4303
2012-01-05 01:39:00 EST,+2.6747,+1.36229,+68,+68.9624,+12.4668
2012-01-05 01:40:00 EST,+2.67536,+1.36212,+68,+68.9702,+12.502
2012-01-05 01:41:00 EST,+2.676,+1.36195,+68,+68.9781,+12.5358
2012-01-05 01:42:00 EST,+2.67662,+1.36179,+68,+68.9859,+12.5683
2012-01-05 01:43:00 EST,+2.67721,+1.36164,+68,+68.9936,+12.5994
2012-01-05 01:44:00 EST,+2.67777,+1.36149,+68,+69.0014,+12.6292
2012-01-05 01:45:00 EST,+2.67831,+1.36135,+68,+68.7385,+12.6576
2012-01-05 01:46:00 EST,+2.67882,+1.36122,+68,+68.5145,+12.6847
2012-01-05 01:47:00 EST,+2.67931,+1.36109,+68,+68.323,+12.7104
2012-01-05 01:48:00 EST,+2.67977,+1.36097,+68,+68.1586,+12.7348
2012-01-05 01:49:00 EST,+2.68021,+1.36086,+68,+68.0169,+12.7578
2012-01-05 01:50:00 EST,+2.68062,+1.36075,+68,+67.8942,+12.7795
2012-01-05 01:51:00 EST,+2.681,+1.36065,+68,+67.7873,+12.7998
2012-01-05 01:52:00 EST,+2.68136,+1.36056,+68,+67.6938,+12.8188
2012-01-05 01:53:00 EST,+2.6817,+1.36047,+68,+67.6113,+12.8364
2012-01-05 01:54:00 EST,+2.68201,+1.36039,+68,+67.5381,+12.8527
2012-01-05 01:55:00 EST,+2.68229,+1.36032,+68,+67.4727,+12.8676
2012-01-05 01:56:00 EST,+2.68255,+1.36025,+68,+67.4137,+12.8812
2012-01-05 01:57:00 EST,+2.68278,+1.36019,+68,+67.3602,+12.8934
2012-01-05 01:58:00 EST,+2.68299,+1.36014,+68,+67.3111,+12.9043
2012-01-05 01:59:00 EST,+2.68317,+1.36009,+68,+67.2659,+12.9138
2012-01-05 02:00:00 EST,+2.68332,+1.36005,+68,+67.2238,+12.922
2012-01-05 02:01:00 EST,+2.68239,+1.36029,+68,+67.1844,+12.8728
2012-01-05 02:02:00 EST,+2.68146,+1.36053,+68,+67.1469,+12.8241
2012-01-05 02:03:00 EST,+2.68055,+1.36077,+68,+67.111,+12.776
2012-01-05 02:04:00 EST,+2.67965,+1.361,+68,+67.0764,+12.7284
2012-01-05 02:05:00 EST,+2.67876,+1.36124,+68,+67.043,+12.6814
2012-01-05 02:06:00 EST,+2.67788,+1.36146,+68,+67.0103,+12.6349
2012-01-05 02:07:00 EST,+2.67701,+1.36169,+68,+66.9776,+12.589
2012-01-05 02:08:00 EST,+2.67615,+1.36191,+68,+67.2159,+12.5436
2012-01-05 02:09:00 EST,+2.6753,+1.36213,+68,+67.4155,+12.4988
2012-01-05 02:10:00 EST,+2.67446,+1.36235,+68,+67.5829,+12.4545
2012-01-05 02:11:00 EST,+2.67364,+1.36257,+68,+67.7232,+12.4108
2012-01-05 02:12:00 EST,+2.67282,+1.36278,+68,+67.8409,+12.3676
2012-01-05 02:13:00 EST,+2.67202,+1.36299,+68,+67.9396,+12.325
2012-01-05 02:14:00 EST,+2.67122,+1.3632,+68,+68.0226,+12.2829
2012-01-05 02:15:00 EST,+2.67044,+1.3634,+68,+68.0923,+12.2414
2012-01-05 02:16:00 EST,+2.66966,+1.3636,+68,+68.151,+12.2004
2012-01-05 02:17:00 EST,+2.6689,+1.3638,+68,+68.2004,+12.16
2012-01-05 02:18:00 EST,+2.66815,+1.364,+68,+68.2421,+12.1201
2012-01-05 02:19:00 EST,+2.66741,+1.36419,+68,+68.2773,+12.0808
2012-01-05 02:20:00 EST,+2.66668,+1.36438,+68,+68.307,+12.042
2012-01-05 02:21:00 EST,+2.66595,+1.36457,+68,+68.3323,+12.0038
2012-01-05 02:22:00 EST,+2.66524,+1.36476,+68,+68.3537,+11.9661
2012-01-05 02:23:00 EST,+2.66455,+1.36494,+68,+68.3719,+11.929
2012-01-05 02:24:00 EST,+2.66386,+1.36512,+68,+68.3875,+11.8924
2012-01-05 02:25:00 EST,+2.66318,+1.3653,+68,+68.4009,+11.8564
2012-01-05 02:26:00 EST,+2.66251,+1.36547,+68,+68.4124,+11.8209
2012-01-05 02:27:00 EST,+2.66185,+1.36564,+68,+68.4224,+11.786
2012-01-05 02:28:00 EST,+2.66121,+1.36581,+68,+68.431,+11.7516
2012-01-05 02:29:00 EST,+2.66057,+1.36598,+68,+68.4386,+11.7178
2012-01-05 02:30:00 EST,+2.65994,+1.36614,+68,+68.4452,+11.6845
2012-01-05 02:31:00 EST,+2.65933,+1.3663,+68,+68.451,+11.6518
2012-01-05 02:32:00 EST,+2.65872,+1.36646,+68,+68.4563,+11.6196
2012-01-05 02:33:00 EST,+2.65813,+1.36662,+68,+68.4609,+11.588
2012-01-05 02:34:00 EST,+2.65755,+1.36677,+68,+68.4652,+11.5569
2012-01-05 02:35:00 EST,+2.65697,+1.36692,+68,+68.469,+11.5264
2012-01-05 02:36:00 EST,+2.65641,+1.36707,+68,+68.4725,+11.4964
2012-01-05 02:37:00 EST,+2.65586,+1.36721,+68,+68.4758,+11.467
2012-01-05 02:38:00 EST,+2.65531,+1.36736,+68,+68.4788,+11.4381
2012-01-05 02:39:00 EST,+2.65478,+1.3675,+68,+68.4817,+11.4098
2012-01-05 02:40:00 EST,+2.65426,+1.36763,+68,+68.4844,+11.382
2012-01-05 02:41:00 EST,+2.65375,+1.36777,+68,+68.4869,+11.3548
2012-01-05 02:42:00 EST,+2.65325,+1.3679,+68,+68.4894,+11.3281
2012-01-05 02:43:00 EST,+2.65276,+1.36803,+68,+68.4917,+11.302
2012-01-05 02:44:00 EST,+2.65228,+1.36815,+68,+68.494,+11.2764
2012-01-05 02:45:00 EST,+2.65181,+1.36828,+68,+68.4962,+11.2514
2012-01-05 02:46:00 EST,+2.65135,+1.3684,+68,+68.4984,+11.2269
2012-01-05 02:47:00 EST,+2.6509,+1.36851,+68,+68.5005,+11.203
2012-01-05 02:48:00 EST,+2.65047,+1.36863,+68,+68.5026,+11.1796
2012-01-05 02:49:00 EST,+2.65004,+1.36874,+68,+68.5046,+11.1568
